age,annual_income,credit_score,employment_years,loan_amount,dti_ratio,num_credit_lines,previous_default,loan_purpose,home_ownership,approved
65,86534,743,18,48350,0.62,9,0,education,mortgage,1
24,73300,566,15,44861,0.25,6,0,other,rent,0
36,69041,832,26,40164,0.55,13,0,business,rent,1
44,104029,628,25,48578,0.32,4,0,debt_consolidation,mortgage,1
36,59992,658,30,17559,0.48,8,0,medical,own,1
22,30453,607,3,43404,0.34,5,0,other,rent,0
48,71236,850,4,49074,0.28,3,1,other,mortgage,0
52,112151,699,8,45963,0.69,13,0,debt_consolidation,own,0
47,34631,611,23,6691,0.62,11,0,home_improvement,own,1
40,50963,749,2,4532,0.31,14,0,debt_consolidation,mortgage,1
44,70411,741,21,49991,0.38,8,1,home_improvement,own,0
32,58652,664,9,21733,0.57,14,0,debt_consolidation,mortgage,0
55,35442,747,16,18927,0.66,14,0,home_improvement,mortgage,0
53,88046,613,18,44114,0.56,12,0,debt_consolidation,mortgage,0
53,118001,640,9,14482,0.46,6,0,medical,mortgage,1
63,64903,519,29,27681,0.77,5,0,medical,mortgage,1
57,37398,574,11,6456,0.63,1,0,education,own,1
32,21275,824,22,4413,0.14,3,0,debt_consolidation,rent,1
23,66449,811,6,8085,0.47,7,0,business,rent,1
21,87596,685,17,28937,0.36,3,0,education,mortgage,1
53,71879,813,18,21563,0.65,1,0,debt_consolidation,own,1
60,59939,667,14,10332,0.08,8,0,business,own,1
30,45268,660,6,38575,0.36,7,0,medical,mortgage,0
63,32695,684,11,8386,0.29,5,0,medical,rent,1
64,80868,670,21,27337,0.16,12,0,other,mortgage,1
49,82844,662,28,35708,0.33,10,0,medical,own,1
33,21356,771,6,30572,0.55,5,0,other,rent,1
32,99745,692,9,34424,0.32,6,0,business,rent,1
51,74351,736,24,36271,0.49,7,1,home_improvement,rent,0
22,94989,762,23,12030,0.49,13,0,debt_consolidation,rent,1
55,26446,711,21,14138,0.49,3,0,education,rent,1
43,25854,602,27,48369,0.45,11,0,other,own,0
37,56275,571,29,16646,0.14,12,0,education,mortgage,1
46,72569,691,19,29812,0.21,14,0,medical,own,0
28,104909,666,29,24422,0.65,12,1,home_improvement,mortgage,0
49,77651,686,28,11645,0.43,4,0,other,mortgage,1
46,53932,678,9,15628,0.58,1,1,debt_consolidation,rent,0
30,34340,850,24,25486,0.48,7,0,other,rent,1
46,90750,573,22,23409,0.08,10,0,debt_consolidation,rent,1
54,35882,520,4,40266,0.65,2,0,education,mortgage,0
61,100711,706,17,23732,0.1,7,0,education,mortgage,1
27,52890,649,8,47557,0.76,6,0,education,rent,0
24,99764,705,29,20425,0.21,4,0,debt_consolidation,own,1
65,76973,726,15,13195,0.43,11,0,other,mortgage,1
31,56575,782,6,19722,0.1,2,0,education,mortgage,1
49,47015,559,24,17494,0.72,7,0,debt_consolidation,own,0
56,51477,635,26,22571,0.78,7,1,medical,rent,0
45,70707,714,24,35486,0.16,5,0,other,rent,1
41,61928,741,9,23900,0.27,9,0,other,mortgage,1
56,45154,850,4,1125,0.06,3,0,other,mortgage,1
30,55859,756,6,49814,0.64,9,0,home_improvement,own,0
57,61964,675,4,20318,0.28,5,1,education,rent,0
29,20000,608,14,39685,0.49,2,0,debt_consolidation,mortgage,0
44,71454,634,18,44162,0.08,9,0,medical,mortgage,1
55,35506,632,9,8590,0.59,14,1,business,rent,0
55,31166,732,7,35850,0.45,1,0,medical,rent,0
56,20000,700,23,13134,0.59,1,1,home_improvement,own,0
38,20000,574,8,26230,0.64,13,0,medical,rent,0
59,26113,645,10,16058,0.12,7,0,education,rent,1
52,42274,750,29,15301,0.48,3,1,education,rent,0
44,108831,708,27,38861,0.54,8,0,business,mortgage,1
43,46853,725,21,28039,0.44,7,0,other,mortgage,1
52,64443,710,1,1284,0.19,11,0,debt_consolidation,rent,1
57,70012,810,2,39334,0.65,13,0,medical,mortgage,0
32,63276,698,12,44525,0.8,7,0,business,mortgage,0
33,58063,649,10,41986,0.78,1,0,education,rent,0
43,30117,606,27,19658,0.63,1,1,other,mortgage,0
45,96273,699,9,29443,0.36,12,0,debt_consolidation,own,1
55,105179,484,26,4972,0.3,14,0,debt_consolidation,mortgage,1
61,20000,665,14,27167,0.1,2,0,home_improvement,own,1
50,34399,663,5,14679,0.36,2,0,other,own,1
37,53004,570,0,45341,0.17,11,0,education,rent,0
40,35886,605,13,30519,0.24,5,0,debt_consolidation,rent,1
45,72649,744,17,26704,0.72,9,0,home_improvement,own,1
42,41793,698,23,37881,0.78,7,0,home_improvement,mortgage,1
33,114126,688,10,32948,0.76,14,0,education,mortgage,0
39,89763,704,7,15378,0.2,2,0,debt_consolidation,rent,1
56,65314,687,21,11328,0.73,5,0,other,rent,1
32,85674,779,2,25732,0.16,5,0,debt_consolidation,mortgage,1
61,87647,689,13,18673,0.43,8,1,medical,rent,1
39,45901,563,1,11373,0.53,9,0,debt_consolidation,rent,1
32,39594,810,28,6720,0.4,8,0,home_improvement,mortgage,1
29,61953,709,15,6153,0.76,14,0,business,mortgage,1
27,81540,632,5,7226,0.3,13,1,education,mortgage,0
48,63476,579,0,3976,0.45,2,0,business,rent,1
34,20575,711,13,39019,0.11,4,0,debt_consolidation,rent,1
51,39929,670,9,37267,0.69,2,0,other,mortgage,0
39,58150,805,5,20297,0.36,6,0,other,mortgage,1
36,58108,652,8,17587,0.58,4,1,home_improvement,mortgage,0
25,109313,613,6,19206,0.56,7,0,business,own,1
55,25350,751,24,26935,0.56,13,0,education,mortgage,0
32,72639,754,1,30633,0.43,2,0,medical,rent,1
45,97227,693,10,11736,0.26,9,1,business,rent,0
41,116786,734,13,42401,0.52,14,0,other,rent,0
56,49890,676,4,7971,0.77,5,0,medical,mortgage,1
43,72285,698,8,10507,0.68,1,0,other,rent,1
36,74244,773,6,26724,0.13,12,0,debt_consolidation,rent,1
59,64887,730,24,23166,0.07,11,0,debt_consolidation,mortgage,1
65,57528,666,13,14158,0.42,3,0,education,rent,1
62,70899,788,26,26774,0.63,4,0,medical,rent,1
59,20000,490,15,12108,0.29,3,0,medical,mortgage,0
34,77051,844,21,13077,0.58,6,0,education,mortgage,1
51,63154,543,15,5175,0.75,13,0,other,own,0
25,54438,629,30,36627,0.39,13,0,business,mortgage,0
55,111171,676,6,3962,0.23,6,0,education,rent,1
43,43126,668,9,14616,0.74,10,0,debt_consolidation,mortgage,0
49,49923,760,20,33253,0.4,13,0,medical,mortgage,1
63,109788,595,5,18751,0.36,11,0,home_improvement,rent,1
31,39198,700,16,46625,0.32,7,1,other,mortgage,0
38,46247,633,0,6210,0.37,14,0,home_improvement,rent,0
32,56324,703,1,33390,0.56,9,0,debt_consolidation,rent,0
29,81018,674,26,36677,0.38,10,0,medical,mortgage,1
30,65195,687,13,44176,0.29,9,0,medical,rent,1
64,27684,636,3,37173,0.61,7,0,education,rent,0
37,46695,639,26,16993,0.2,11,0,business,rent,1
58,44816,702,8,27859,0.2,1,0,education,rent,1
27,58069,755,22,21878,0.57,3,0,home_improvement,mortgage,1
33,70646,632,5,15923,0.7,5,0,medical,mortgage,1
60,70455,610,30,34588,0.23,10,0,business,own,1
62,20000,729,16,28100,0.19,12,0,education,own,1
29,86598,677,20,25086,0.55,11,0,business,own,1
47,66314,746,10,41023,0.52,6,0,other,rent,1
22,94613,607,27,48709,0.39,6,0,other,rent,1
25,71104,537,28,33571,0.12,5,0,home_improvement,rent,1
49,87533,637,3,12017,0.12,6,0,business,own,1
57,71663,618,20,38221,0.63,9,0,other,mortgage,0
58,93655,673,26,20513,0.39,13,0,medical,mortgage,1
39,73056,629,8,45974,0.69,14,0,other,mortgage,0
28,57552,739,27,47478,0.48,1,0,business,mortgage,1
65,116810,656,15,15860,0.51,1,0,business,rent,1
21,82225,692,2,9086,0.75,9,1,education,mortgage,0
42,74343,692,3,49544,0.17,14,0,business,mortgage,0
37,28092,695,23,19050,0.46,8,0,business,mortgage,1
27,27792,678,2,41157,0.09,9,1,home_improvement,rent,0
45,67317,720,12,20784,0.32,7,0,business,mortgage,1
65,63638,616,18,12774,0.16,10,0,education,mortgage,1
24,44646,791,28,35968,0.19,6,1,education,rent,1
56,63524,661,24,13142,0.75,9,0,medical,mortgage,1
26,99715,575,20,24007,0.51,2,1,other,rent,0
51,77385,695,25,26158,0.72,4,0,home_improvement,rent,1
39,31474,611,0,7051,0.38,2,1,debt_consolidation,own,0
64,57212,733,22,32576,0.5,14,0,medical,rent,0
59,39875,850,22,5115,0.07,6,0,business,mortgage,1
47,50307,617,30,20024,0.4,1,1,other,own,0
30,49659,706,5,7371,0.47,7,0,home_improvement,own,1
46,48058,539,21,29690,0.06,7,0,medical,mortgage,1
39,28621,716,2,40355,0.64,7,0,education,rent,0
59,56808,609,2,33420,0.27,14,0,home_improvement,mortgage,0
23,45984,630,15,44375,0.39,4,0,home_improvement,mortgage,1
65,20000,591,9,49002,0.45,8,0,business,own,0
33,111324,738,26,47698,0.79,5,0,home_improvement,mortgage,1
48,87219,760,24,10080,0.12,2,0,other,own,1
40,50592,681,16,2883,0.47,5,0,other,mortgage,1
48,60470,610,6,5821,0.45,12,1,home_improvement,mortgage,0
28,30708,807,12,37590,0.1,10,0,debt_consolidation,mortgage,1
61,102393,619,27,9338,0.53,9,0,business,own,1
59,107432,507,10,23007,0.27,10,1,home_improvement,rent,0
21,63917,716,9,3477,0.13,1,0,home_improvement,mortgage,1
23,85588,591,6,14135,0.18,11,0,debt_consolidation,mortgage,1
33,64382,759,23,43423,0.67,2,0,debt_consolidation,own,1
48,26581,649,5,11437,0.13,10,0,education,rent,0
45,49704,728,23,49100,0.4,8,0,business,own,1
53,63298,792,0,10502,0.2,13,1,debt_consolidation,mortgage,0
58,48636,583,16,30236,0.17,5,0,home_improvement,rent,1
26,54533,634,24,1368,0.2,12,1,debt_consolidation,mortgage,0
64,57715,673,11,26839,0.42,9,1,medical,mortgage,0
65,57978,803,3,47366,0.23,6,0,education,own,1
52,61306,627,2,36515,0.12,13,0,education,rent,0
65,33484,632,5,8562,0.65,8,0,other,mortgage,1
41,42074,718,25,8139,0.45,12,0,business,rent,1
36,27885,633,27,28141,0.17,1,0,education,own,1
41,84445,692,15,43778,0.4,9,1,business,rent,0
31,20000,555,12,7704,0.1,9,0,medical,own,1
57,88839,850,27,2887,0.49,3,0,other,rent,1
56,94658,572,8,12975,0.31,1,0,home_improvement,mortgage,1
55,52445,654,25,1544,0.13,8,0,medical,mortgage,1
39,20000,677,10,20448,0.19,8,0,business,mortgage,1
40,50967,833,19,23830,0.31,12,1,business,rent,0
38,58395,574,24,47323,0.65,9,0,business,rent,0
61,34735,838,30,24926,0.18,14,0,home_improvement,own,1
34,47119,740,20,32002,0.13,6,0,other,rent,1
35,98254,713,12,48581,0.44,9,0,other,rent,1
51,76623,601,22,14333,0.47,12,0,business,own,0
21,36885,725,18,17942,0.12,10,0,medical,own,1
23,20060,622,2,15684,0.26,9,0,other,rent,0
36,51824,781,11,27088,0.25,12,0,home_improvement,own,1
43,54663,602,18,23447,0.19,13,0,medical,own,0
31,72404,670,7,9861,0.29,4,0,home_improvement,rent,1
32,46617,635,13,25833,0.08,11,0,business,mortgage,1
30,72787,600,21,18454,0.54,5,0,other,rent,1
52,108378,739,8,2050,0.79,6,0,home_improvement,rent,1
36,80387,722,24,21422,0.53,6,0,debt_consolidation,rent,1
28,58797,776,23,22530,0.32,10,0,medical,rent,1
58,55421,537,16,48060,0.55,2,1,debt_consolidation,mortgage,0
32,51083,765,5,16756,0.48,4,1,debt_consolidation,rent,0
44,89516,850,3,5022,0.69,12,0,business,mortgage,1
48,44317,643,3,42104,0.52,9,0,business,own,0
28,61130,831,18,3634,0.53,7,1,debt_consolidation,mortgage,1
48,61279,658,11,28145,0.22,9,1,home_improvement,mortgage,0
56,47455,570,24,8288,0.36,6,0,business,mortgage,1
46,25688,655,1,9992,0.31,11,0,medical,rent,1
28,68074,763,16,35253,0.06,7,0,debt_consolidation,mortgage,1
48,58474,612,29,28005,0.28,9,0,medical,own,1
48,72506,631,14,13166,0.41,14,0,other,rent,1
57,46659,727,9,29065,0.5,12,1,medical,mortgage,0
61,90520,680,2,18798,0.75,4,0,medical,mortgage,1
56,38080,726,28,30301,0.23,9,0,debt_consolidation,rent,1
47,102801,699,30,4894,0.16,3,0,education,mortgage,1
37,20000,718,19,4846,0.7,14,0,other,rent,1
29,70869,645,3,15481,0.76,12,0,business,rent,0
53,71885,698,21,43154,0.42,14,0,medical,mortgage,0
40,40111,605,0,31221,0.14,11,0,debt_consolidation,own,0
33,70609,783,0,48764,0.41,12,0,education,rent,0
48,91987,629,17,9048,0.13,14,0,debt_consolidation,own,1
49,20000,770,3,28386,0.71,8,0,business,mortgage,0
33,72568,661,22,34336,0.58,3,0,debt_consolidation,own,1
55,20000,696,21,40258,0.23,3,0,home_improvement,rent,1
26,35858,640,14,24853,0.72,3,0,other,own,0
38,100729,598,26,35713,0.53,9,0,home_improvement,mortgage,1
25,45455,540,24,17791,0.76,10,0,medical,mortgage,0
45,30653,595,22,5228,0.79,14,0,debt_consolidation,mortgage,0
22,55051,654,27,12945,0.05,3,1,debt_consolidation,mortgage,1
30,111697,696,20,42573,0.14,6,0,medical,rent,1
50,20000,760,21,40899,0.46,11,0,medical,own,0
65,33717,644,9,25681,0.77,14,0,other,rent,0
25,97435,609,24,35986,0.8,4,0,education,rent,1
53,106442,564,16,15975,0.48,14,0,debt_consolidation,rent,0
21,57414,718,26,49377,0.18,2,0,business,mortgage,1
38,29023,790,24,8711,0.17,12,1,business,rent,1
52,112396,781,21,45759,0.62,12,0,business,rent,1
31,99861,736,11,13105,0.49,3,0,medical,rent,1
41,76973,731,19,31146,0.46,5,0,medical,rent,1
46,39689,815,11,16238,0.4,10,0,medical,own,1
45,58774,706,15,4868,0.59,4,0,business,mortgage,1
42,55990,731,4,45294,0.69,5,1,education,rent,0
47,68271,654,28,11060,0.28,13,0,other,rent,1
33,96275,571,15,6433,0.22,12,0,home_improvement,mortgage,1
53,81985,625,16,23612,0.55,11,0,debt_consolidation,own,0
54,33065,679,22,18822,0.74,1,0,home_improvement,mortgage,1
61,94412,684,28,35120,0.31,4,0,debt_consolidation,rent,1
55,67828,834,30,42004,0.25,11,0,medical,mortgage,1
21,77176,686,14,22294,0.22,10,1,business,own,0
41,96663,774,12,19764,0.24,3,0,home_improvement,mortgage,1
26,32210,645,7,5560,0.15,13,0,medical,rent,1
48,59104,655,26,17583,0.5,2,1,debt_consolidation,rent,0
37,46713,573,20,16560,0.26,7,0,other,mortgage,1
25,20803,620,1,5424,0.51,10,0,other,rent,1
51,68667,722,7,41615,0.11,9,0,home_improvement,rent,1
25,122788,680,9,27863,0.14,1,0,home_improvement,own,1
58,20000,755,6,47963,0.45,12,1,home_improvement,own,0
23,59192,694,9,30469,0.43,7,0,home_improvement,mortgage,1
43,76013,651,24,38565,0.25,11,0,home_improvement,mortgage,1
57,63076,850,3,24184,0.67,12,1,medical,own,0
57,57171,672,10,24910,0.19,1,0,debt_consolidation,own,1
30,27519,773,8,48077,0.32,5,0,debt_consolidation,mortgage,1
30,65819,647,3,23404,0.47,1,0,education,own,1
39,41080,736,2,36175,0.7,3,0,business,mortgage,0
37,20000,754,30,4791,0.36,8,0,other,rent,1
41,89864,696,10,33208,0.35,13,0,home_improvement,mortgage,0
34,83959,491,2,40276,0.48,4,1,other,rent,0
29,61291,681,25,48175,0.29,12,0,debt_consolidation,own,1
21,65726,778,17,10629,0.58,1,0,business,rent,1
65,86857,722,25,33894,0.24,1,0,business,mortgage,1
33,65608,715,18,22990,0.67,8,0,medical,rent,1
24,82600,542,13,43580,0.25,14,0,home_improvement,mortgage,0
21,52562,622,23,8694,0.79,8,0,education,rent,1
60,92799,712,10,37087,0.29,4,0,business,own,1
52,68019,712,23,9673,0.71,4,0,medical,mortgage,1
54,64851,777,1,39199,0.35,10,1,home_improvement,rent,0
48,28248,668,26,33187,0.23,11,0,debt_consolidation,rent,1
51,67173,712,1,5378,0.22,2,0,education,own,1
28,39201,681,1,24553,0.69,2,0,home_improvement,mortgage,0
59,44042,601,9,44780,0.28,12,0,medical,rent,0
46,39615,499,22,40258,0.3,6,1,other,rent,0
54,33344,714,14,23524,0.2,8,0,medical,own,1
23,113119,693,21,44331,0.77,7,1,medical,rent,0
32,93283,630,11,17622,0.23,7,0,medical,own,1
21,108009,550,10,2420,0.24,3,0,medical,mortgage,1
64,29427,730,16,48440,0.76,12,0,education,rent,0
25,61781,658,17,1340,0.73,2,1,business,mortgage,0
50,27662,724,13,45310,0.24,10,0,business,own,1
50,42607,829,16,41288,0.7,7,0,debt_consolidation,mortgage,1
37,37046,508,14,44953,0.24,4,0,business,mortgage,0
43,90989,624,11,5987,0.11,1,0,medical,own,1
35,50094,663,26,27062,0.67,1,0,business,own,1
57,86709,796,15,46517,0.63,4,1,other,mortgage,0
41,75103,549,22,33456,0.27,5,0,other,rent,1
34,117590,834,5,39180,0.12,5,0,business,rent,1
22,23013,690,1,26308,0.2,1,0,medical,mortgage,1
31,91480,672,1,20862,0.63,3,0,education,own,1
59,88661,664,15,8670,0.77,6,0,medical,rent,1
58,35665,645,1,25246,0.24,10,1,business,mortgage,0
54,85178,763,7,14766,0.66,7,0,business,own,1
58,68403,594,29,30681,0.22,11,0,debt_consolidation,rent,1
54,54313,707,6,9323,0.56,1,0,medical,rent,1
38,39401,649,0,2857,0.11,8,0,debt_consolidation,rent,1
50,42022,619,3,48223,0.49,4,0,debt_consolidation,mortgage,0
35,111245,850,10,31587,0.25,13,0,home_improvement,mortgage,1
47,60017,713,19,26818,0.74,9,0,other,rent,1
54,79553,729,6,26247,0.27,11,0,debt_consolidation,mortgage,1
58,40227,771,17,34272,0.35,11,0,other,own,1
53,40503,566,3,41235,0.68,6,0,business,mortgage,0
44,87049,820,16,19540,0.38,1,0,business,rent,1
35,26260,479,28,26837,0.23,2,0,home_improvement,own,0
50,49619,618,30,9484,0.46,3,0,home_improvement,rent,1
62,60850,643,28,31682,0.68,2,0,medical,rent,1
37,62784,726,10,32707,0.37,10,0,home_improvement,rent,1
25,55522,697,10,45610,0.15,7,0,education,rent,1
49,69895,666,19,5923,0.34,12,0,business,mortgage,1
24,77321,679,10,43019,0.77,1,1,business,mortgage,0
30,78365,601,14,16920,0.1,9,0,other,mortgage,1
37,35354,560,13,44263,0.36,2,0,home_improvement,rent,0
30,52896,738,16,22938,0.54,4,0,other,own,1
37,89869,735,1,14319,0.11,8,0,home_improvement,own,1
40,82366,806,17,43161,0.31,11,0,business,rent,1
44,25678,616,15,7900,0.76,3,0,home_improvement,rent,1
25,68786,735,11,3160,0.07,9,0,medical,own,1
54,20000,657,9,17236,0.61,7,0,home_improvement,rent,0
26,61173,775,27,7221,0.68,10,0,home_improvement,mortgage,1
22,107444,761,15,26294,0.26,12,0,medical,mortgage,1
33,36302,696,2,11038,0.21,12,0,medical,rent,1
63,39141,652,7,20651,0.74,3,0,medical,mortgage,0
63,79100,756,26,24360,0.62,3,0,other,rent,1
31,21429,731,21,9255,0.14,5,0,business,rent,1
43,44181,625,21,3699,0.21,5,0,home_improvement,rent,1
36,74911,573,24,44893,0.52,10,0,medical,mortgage,0
51,44142,656,23,22928,0.36,5,0,medical,rent,1
31,54100,801,1,49169,0.43,12,0,business,own,0
36,78604,771,30,1372,0.76,13,1,education,rent,0
28,70538,591,21,48312,0.37,9,0,home_improvement,rent,0
24,66670,586,0,19898,0.71,9,0,education,rent,0
60,51521,781,28,24855,0.55,6,0,education,mortgage,1
24,69251,589,13,35758,0.14,11,0,medical,own,0
45,56906,720,24,10607,0.61,11,0,other,mortgage,1
23,71445,630,3,40558,0.44,7,0,business,rent,0
52,47576,809,3,9553,0.22,10,0,home_improvement,rent,1
23,55435,618,8,6383,0.27,8,0,home_improvement,mortgage,1
47,35251,771,2,49343,0.47,9,0,home_improvement,rent,0
49,59124,694,4,1715,0.5,6,0,other,rent,1
52,39724,700,0,10837,0.78,8,0,education,rent,1
39,32148,522,21,14950,0.69,2,0,debt_consolidation,mortgage,0
41,66466,503,18,8992,0.2,10,0,business,mortgage,1
25,65318,662,0,27817,0.63,8,0,debt_consolidation,rent,0
38,79571,699,9,34818,0.06,13,0,education,own,1
48,49221,589,21,14357,0.15,11,0,medical,mortgage,1
62,70201,592,29,5742,0.2,2,0,debt_consolidation,rent,1
42,73769,724,11,14369,0.5,8,0,debt_consolidation,rent,1
41,71119,725,9,6044,0.2,2,0,business,mortgage,1
26,39358,668,1,11288,0.32,3,0,education,mortgage,1
21,63734,742,15,26378,0.23,7,0,business,rent,1
25,69103,586,7,8261,0.3,11,0,medical,mortgage,1
61,60179,651,13,44614,0.76,9,1,other,own,0
32,20000,811,28,19064,0.8,3,0,other,mortgage,1
46,64012,685,14,10799,0.56,5,0,other,rent,1
54,115313,690,15,4522,0.48,9,0,home_improvement,rent,1
34,50999,850,10,14690,0.58,7,0,other,own,1
46,41798,568,11,3057,0.63,14,0,other,own,0
65,69333,743,1,36489,0.6,2,0,education,rent,0
47,67809,813,3,38589,0.11,5,0,other,mortgage,1
29,89818,654,29,36331,0.28,5,0,other,own,1
46,28553,748,2,15559,0.31,9,0,medical,mortgage,1
42,78284,601,8,14692,0.33,2,0,medical,rent,1
50,74760,625,17,49429,0.31,1,0,debt_consolidation,mortgage,0
63,56446,710,18,1202,0.64,4,0,business,own,1
37,68467,743,6,34709,0.61,4,0,debt_consolidation,rent,1
46,85736,769,3,17972,0.05,1,0,debt_consolidation,rent,1
56,81807,805,5,42530,0.27,10,0,home_improvement,rent,1
21,31424,674,18,10537,0.52,7,0,business,own,1
28,80503,775,0,2642,0.14,2,0,home_improvement,rent,1
55,58382,652,15,2365,0.1,11,1,other,mortgage,0
35,61821,752,10,41324,0.67,13,1,medical,mortgage,0
42,61829,696,21,1008,0.39,9,0,other,mortgage,1
34,56243,715,3,29820,0.69,7,0,home_improvement,own,0
46,89792,713,17,34803,0.67,13,0,medical,mortgage,0
48,57907,551,22,46531,0.72,13,0,debt_consolidation,rent,0
43,32011,590,30,19001,0.09,12,0,other,own,1
34,50161,688,25,7722,0.19,12,0,home_improvement,rent,1
44,64467,545,28,21100,0.27,14,0,other,rent,0
22,90730,746,27,18460,0.15,7,0,business,rent,1
65,75077,749,30,24987,0.41,1,0,home_improvement,own,1
46,38736,706,28,5015,0.65,14,0,medical,rent,1
34,122129,590,4,40897,0.76,9,0,education,mortgage,0
27,66619,790,21,3962,0.72,10,0,other,mortgage,1
23,91884,842,5,5840,0.39,9,0,other,rent,1
43,56207,691,29,21533,0.53,2,0,business,own,1
63,73333,720,24,21454,0.22,10,0,medical,mortgage,1
65,80986,696,27,49105,0.35,9,0,other,rent,1
38,90454,722,1,6699,0.7,2,0,education,mortgage,1
58,86434,670,11,6922,0.07,13,0,other,mortgage,1
55,81804,677,21,25919,0.45,2,0,business,rent,1
35,52122,752,8,27508,0.7,13,0,education,rent,0
45,45706,850,27,22664,0.14,13,0,debt_consolidation,mortgage,1
57,68315,567,19,33270,0.79,13,0,debt_consolidation,mortgage,0
48,83328,671,28,26278,0.06,8,0,other,own,1
30,54431,585,11,15862,0.71,3,1,home_improvement,rent,0
59,86629,807,28,14598,0.32,14,1,home_improvement,mortgage,1
37,96315,632,12,2898,0.15,3,0,home_improvement,rent,1
59,37091,564,26,23939,0.17,7,0,home_improvement,mortgage,1
42,39076,731,21,32288,0.58,10,0,other,mortgage,0
46,56490,819,22,25774,0.7,6,0,education,mortgage,1
64,67690,733,16,3822,0.53,7,0,business,rent,1
45,46885,696,4,38252,0.75,6,0,business,mortgage,0
37,93805,712,19,26049,0.68,14,0,home_improvement,rent,1
33,70601,793,12,22884,0.06,9,0,debt_consolidation,rent,1
40,60986,610,28,14052,0.55,2,0,medical,own,1
45,24102,671,12,19038,0.28,8,1,home_improvement,own,0
24,27104,643,9,17975,0.39,11,0,home_improvement,mortgage,0
30,67025,586,14,35616,0.12,6,0,other,mortgage,1
23,20000,653,14,14269,0.26,14,0,debt_consolidation,rent,0
61,85315,768,17,4041,0.52,4,0,medical,own,1
65,56046,725,17,17551,0.21,6,1,education,own,1
38,141077,731,1,5379,0.54,6,0,education,rent,1
56,117697,691,22,8661,0.74,12,1,medical,mortgage,0
42,55463,721,10,7967,0.05,10,0,medical,own,1
54,57341,615,12,30870,0.64,3,0,education,mortgage,1
